label,centroid-0,centroid-1,centroid-2,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5,area,major_axis_length,minor_axis_length,area_bbox,extent,area_filled,area_convex,euler_number,intensity_max-0,intensity_max-1,intensity_mean-0,intensity_mean-1,intensity_min-0,intensity_min-1,inertia_tensor_eigvals-0,inertia_tensor_eigvals-1,inertia_tensor_eigvals-2,solidity,well_area
176,91.40846242931694,850.6521529840497,3703.0978363975637,72,771,3611,101,945,3789,353161,198.07945614366025,25.510995956836798,898188,0.39319273915928515,353514,528151,-608,4707.0,2790.0,462.50837153592835,276.60406443520094,140.0,155.0,3178.163136187074,1994.3140930438985,1248.93013461415,0.6686742995847779,18064950
177,61.284435582397826,748.1648913118646,1440.8815841036399,44,571,1246,82,913,1606,867620,421.9212308026028,26.511102093500135,4678560,0.18544594918094456,868185,1697004,-579,11021.0,5519.0,628.2205285724165,325.5682407044559,146.0,142.0,11109.406884431563,8936.018176809763,2243.6725610429985,0.5112657365568968,18064950
178,36.93970488466757,1680.6841926729987,2022.2282903663502,32,1654,1994,42,1715,2053,11792,73.06978231454544,7.996132427901695,35990,0.32764656849124757,11794,18825,-1,1800.0,1463.0,361.60888738127545,411.7556818181818,107.0,136.0,412.08527665619687,270.1565610649799,148.3225289716711,0.6264010624169987,18064950
179,72.79334197451412,708.8506172056183,3176.662666343809,47,598,3054,101,814,3274,772271,198.67974978466032,41.39446936035375,2566080,0.30095359458785387,772897,1081423,-567,5606.0,2669.0,485.6689076761914,228.10641860176025,114.0,120.0,3813.961421882984,2059.357253406025,1925.9543778394855,0.7141248151740808,18064950
180,85.55482002482417,260.13384360777826,2542.496896979727,82,239,2522,91,280,2566,4834,47.99464374229752,7.228256318798178,16236,0.29773343187977336,4834,7370,2,3058.0,282.0,907.2174182871328,181.27658254033926,206.0,148.0,168.8805467115077,117.78667586801521,56.31863978451706,0.6559023066485753,18064950
181,99.12809508088478,459.633212281281,3483.5959062396832,96,436,3461,101,478,3508,3029,46.022572957347634,4.3293244922936305,9870,0.3068895643363728,3029,4523,0,2979.0,230.0,662.1337074942226,187.7259821723341,230.0,148.0,176.30457318694107,106.84101360869795,71.33786463420047,0.6696882600044218,18064950
182,56.655592338614326,2769.049046267833,1203.2162646803815,49,2701,1149,65,2830,1257,50748,124.22912431170846,12.847803010124869,222912,0.22765934539190352,50768,98610,-31,4261.0,1100.0,702.8884093954441,189.30980531252465,113.0,119.0,1351.7691394029566,779.8970684720443,588.3786751496096,0.5146334043200487,18064950
183,86.36299810525388,1467.3299648957889,105.77747749070987,79,1381,51,96,1534,168,68083,143.8764078689656,13.205207876159834,304317,0.22372394575393423,68092,145132,-37,3268.0,2030.0,545.7875974912973,271.62561873007945,113.0,106.0,1502.4870638714629,1043.7399128164768,476.1849025602454,0.46911087837279164,18064950
184,76.55735081694965,2307.243579874236,333.0707965367217,66,2244,258,89,2375,395,115613,140.46245333918841,17.948256602348188,412781,0.2800831433617342,115692,190409,-27,3731.0,2755.0,580.6615173034174,235.18144153339156,160.0,134.0,1570.455432891661,1002.592035656371,600.0773887416636,0.6071824336034536,18064950
185,51.14207492795389,1526.3791546589819,783.9175792507205,43,1507,762,58,1548,808,10410,45.88783435069297,11.411653056131192,28290,0.3679745493107105,10410,13120,2,6640.0,245.0,1331.9690682036503,190.25571565802113,256.0,144.0,180.62901907595707,111.79595834350731,81.8556432798006,0.7934451219512195,18064950
186,55.22319360879345,1556.8502698090838,699.7082959367971,43,1511,629,68,1622,765,90249,140.3440340562646,17.45333686112577,377400,0.2391335453100159,90269,171559,-41,7557.0,2109.0,496.43689126749325,289.5130472359805,135.0,149.0,1371.0398746313886,1000.0533431386946,401.44842825148714,0.526052261904068,18064950
187,62.23652410988655,1671.045920842864,3646.73075945565,52,1621,3595,74,1726,3695,86562,106.03751030705833,17.347331493044177,231000,0.37472727272727274,86562,113515,-12,6813.0,2918.0,821.2251334303736,325.31763360365983,189.0,160.0,1009.2687577312339,577.2441751024531,462.117573621737,0.7625600140950535,18064950
188,38.063623587281135,2001.8907009427885,2816.6846050243016,32,1945,2766,46,2047,2873,34154,123.72769318527041,11.6001978577658,152796,0.22352679389512814,34168,72468,-21,1690.0,1358.0,545.2028166539791,233.78450547520058,140.0,130.0,1112.830776686877,772.1553325643863,354.13190315642214,0.471297676215709,18064950
189,40.489385902676894,2071.082153676363,1232.5439260335372,32,1960,1117,52,2150,1333,88797,220.48521764050884,15.126332830260964,820800,0.10818347953216374,88804,374773,-126,2258.0,1481.0,417.00077705327885,277.22637026025654,112.0,108.0,3795.8914240033164,2442.1268571437186,1376.645161348781,0.23693542491054584,18064950
190,40.9410480349345,1985.6397379912664,1293.723331253899,37,1969,1271,47,2016,1314,3206,50.94114189910955,8.869029368146789,20210,0.1586343394359228,3206,9858,-5,1093.0,1101.0,456.2735495945103,296.5386774797255,112.0,133.0,191.48821062596875,133.68298099591325,65.67119782336052,0.32521809697707443,18064950
191,46.58881922675026,1590.373171368861,3179.3663793103447,43,1570,3158,53,1613,3201,7656,43.81853712563092,8.230099954809857,18490,0.41406165494862085,7656,9351,1,432.0,2996.0,126.45924764890282,709.6654911180773,82.0,217.0,188.69709697382058,99.38993705482282,96.08061444561388,0.8187359640680141,18064950
192,80.4007835878703,3839.3977748061416,1317.8196239430533,59,3707,1190,101,3982,1444,735846,241.0358065553639,34.98238184380918,2933700,0.2508252377543716,736969,1201601,-486,4260.0,4239.0,414.6755747805927,295.70091975766667,124.0,138.0,4807.54579850246,2966.1013540630443,1963.8211483860223,0.6123879723801827,18064950
193,66.39718804920913,2865.2761423550087,3697.5079086115993,61,2842,3681,71,2890,3717,4552,42.21468429388231,7.378482751785023,17280,0.26342592592592595,4552,7072,0,1993.0,365.0,878.7025483304042,192.74934094903338,140.0,154.0,142.91399108085696,91.82607888752712,56.53211296516875,0.6436651583710408,18064950
194,74.42868379653906,1165.6879916098585,680.0057682223387,72,1148,660,78,1185,700,3814,39.50167211870195,5.781584020565582,8880,0.4295045045045045,3814,5140,1,2031.0,210.0,688.6814368117462,174.55453592029366,293.0,141.0,137.76198499956598,79.69044069801468,61.41421568023723,0.742023346303502,18064950
195,76.94819239067516,3478.6657896121665,3496.3973056885757,69,3430,3459,86,3519,3537,38006,82.67113698339107,12.985390501018777,118014,0.32204653685156,38007,51588,-2,8225.0,2110.0,385.43985160237855,453.4978687575646,120.0,164.0,613.8854194648752,350.15686282952794,280.59059328174214,0.7367217182290455,18064950
196,82.07271263751007,1964.369466058492,4242.80587603971,78,1948,4209,88,1992,4280,7454,79.46647240673387,6.427900942409456,31240,0.23860435339308578,7454,11773,0,978.0,2486.0,185.30077810571504,559.1549503622216,92.0,151.0,378.1180570971311,317.81190736478123,64.4379407848927,0.6331436337382146,18064950
197,99.19038553069967,947.2234650166587,4278.5718705378395,94,919,4254,101,979,4309,4202,59.364753928035654,4.229037126403797,23100,0.1819047619047619,4202,10569,-18,682.0,355.0,298.8379343169919,208.7294145644931,171.0,154.0,289.52785958910124,177.10293819763632,114.21339689311509,0.3975778219320655,18064950
198,36.22370306678131,2320.6721123531097,3049.0163370593295,32,2286,3026,42,2360,3071,6978,91.91546456565031,7.163174173224178,33300,0.20954954954954955,6978,16857,1,812.0,1427.0,211.54628833476642,516.0260819719117,80.0,99.0,512.9210805159049,424.98818452776317,93.06400241173634,0.4139526606157679,18064950
199,41.02337777631644,2383.184695940947,1294.837465270357,32,2310,1230,51,2471,1357,121654,144.11866519936373,15.774434967901753,388493,0.3131433513602562,121689,188146,5,7084.0,1750.0,691.2322899370346,231.64009403718742,120.0,133.0,1750.7149663596576,1050.9511228701429,724.6471233451709,0.6465936028403474,18064950
200,48.53974963420582,2190.9500894163552,3568.706470492603,42,2167,3542,55,2216,3595,12302,52.54747664427758,10.550243436007168,33761,0.3643849412043482,12302,15804,-1,932.0,2034.0,237.556576166477,505.4697610144692,132.0,182.0,242.68762437261063,143.62724691199548,110.19114111651638,0.7784105289800051,18064950
201,85.2731514915838,839.1278817843453,760.6684628631742,80,807,729,92,874,801,18001,76.43745018512618,9.034410247036796,57888,0.3109625483692648,18002,28308,-6,2541.0,223.0,639.603688683962,182.91717126826288,283.0,142.0,492.3136672366386,296.2152179657705,204.26050612204446,0.6358979793697894,18064950
202,51.16150289017341,968.7592052023122,2281.314985549133,44,909,2230,60,1048,2337,69200,139.42823105587973,12.498934498547142,237968,0.2907954010623277,69221,122291,2,6910.0,2258.0,746.0796098265896,294.52627167630055,121.0,113.0,1546.1937586982463,979.822748948538,581.9933461096055,0.5658633914188289,18064950
203,53.75331896551724,1253.1126293103448,2374.661271551724,47,1201,2319,63,1303,2429,46400,101.78371428309596,12.51468220753973,179520,0.25846702317290554,46415,77273,-5,5528.0,953.0,772.2863146551724,215.71381465517243,136.0,128.0,923.3089013993244,525.8270882009311,413.14354027396445,0.6004684689348155,18064950
204,33.0248980057219,2646.9224528952222,1926.6001902932114,9,2538,1803,58,2750,2063,763033,213.81336938014354,37.749475238169644,2700880,0.282512736589556,763583,1184723,-942,6513.0,2150.0,525.6244448143134,249.55328537559976,137.0,123.0,4187.315104473437,2357.0589903223445,1972.7584022268106,0.6440602571233951,18064950
205,45.944547748705006,2358.736817638465,3410.7245982202153,42,2330,3380,52,2392,3446,15058,69.75831767165198,8.379250865133239,40920,0.3679863147605083,15058,21334,-1,1136.0,1700.0,347.75315446938504,440.1514809403639,120.0,160.0,406.4488721174347,246.82173647199747,166.64832015152083,0.7058216930720915,18064950
206,86.16923448404786,150.99726601445664,1882.406288945663,75,0,1803,101,275,1984,128384,418.1349300044777,16.541039433119675,1294150,0.09920333809836572,128393,540250,-139,5474.0,2465.0,797.0380265453639,278.7903243394816,143.0,125.0,9551.942228803744,8755.521283768876,823.7815435876701,0.23763813049514113,18064950
207,49.540827519634945,1264.5793514983984,2213.9778860076344,44,1223,2181,56,1301,2246,22791,78.95159601202035,9.703855066976429,60840,0.37460552268244574,22791,30414,-2,5288.0,1906.0,678.9945592558466,351.8983809398447,99.0,123.0,509.8877344528098,316.3759658003075,202.92824896859074,0.7493588478989939,18064950
208,72.02065734365017,2570.383758074821,3988.0919997160504,67,2540,3953,79,2606,4029,14087,86.25049711055497,9.488089759707677,60192,0.23403442317916,14087,27144,-7,5788.0,227.0,1261.8001703698446,153.66075104706468,449.0,89.0,521.1969094974816,376.4586049553061,153.74068927100242,0.5189728853521957,18064950
209,81.9869404987656,395.18376328312286,3025.2205803427673,75,366,2964,89,435,3075,27949,120.80129867611669,10.962666190562825,107226,0.2606550650028911,27958,54113,-1,4186.0,1302.0,771.1834054885685,241.0193209059358,79.0,95.0,938.4251292127194,735.6566905921029,214.78644362118743,0.5164932640955039,18064950
210,43.62026104929358,2418.661088932303,2820.264673405249,37,2382,2783,52,2462,2860,35319,87.51503585650265,11.793966476234628,92400,0.3822402597402597,35322,47688,5,4433.0,2190.0,386.30349103881764,432.1283445171154,112.0,164.0,654.9755803421513,389.89895731037444,278.98638755603145,0.7406265727226975,18064950
211,98.46366759322389,152.73972045943253,3201.69167934127,92,27,3103,101,301,3290,76268,291.89392580639293,6.152667328988803,461142,0.16538940283036463,76268,175645,-96,4575.0,2618.0,368.5222242618136,317.9724917396549,103.0,118.0,5162.9867558377555,4261.995961896461,904.7763254674148,0.4342167440006832,18064950
212,77.13121434392828,2905.9622138252944,452.2565014447655,73,2878,423,83,2935,483,13497,60.49163034526454,7.909514533776896,34200,0.3946491228070175,13497,17097,0,3222.0,225.0,920.0483070311922,177.29710305993925,297.0,135.0,341.0349293102934,186.08988809940786,161.20108322688836,0.7894367432882962,18064950
213,55.318393609940095,2511.291768360328,803.2897714666075,52,2485,784,59,2534,825,4507,52.67566933406488,5.904450508218575,14063,0.3204863827063927,4507,7427,1,1098.0,215.0,615.0614599511871,176.91812735744398,323.0,143.0,212.72347810008495,140.47943377978729,75.73029790069792,0.6068399084421705,18064950
214,83.05762694196734,626.045742643467,727.8351639928953,55,515,613,101,755,853,978518,229.36716658325486,43.57424683203849,2649600,0.3693078200483092,979522,1487013,-1946,6529.0,2897.0,468.26017814695285,264.48365691791054,146.0,161.0,4676.051778534913,2725.4006046705,2140.5226725623547,0.6580426667419854,18064950
215,43.09024212478162,1399.030311150173,1750.7507100826376,28,1296,1660,62,1487,1861,373196,201.05234918424333,24.714068254049625,1305294,0.2859095345569657,374012,610531,-25,5129.0,3014.0,542.2902576662129,278.9726417217762,157.0,142.0,3488.5378792883334,2051.6416141084364,1497.9747821464794,0.6112646204697223,18064950
216,76.56731064090769,3750.8190739037104,1213.660533578657,74,3737,1196,81,3766,1232,3261,36.833001530970186,6.202315409427489,7308,0.44622331691297207,3261,3936,1,3257.0,213.0,1225.4878871511805,172.71726464274764,386.0,137.0,106.15290259854754,69.7569359109237,40.24283833142601,0.8285060975609756,18064950
217,90.62065607153924,2558.744078976493,29.613838594005934,84,2521,0,97,2595,68,22589,79.14170291183835,11.424445117900003,65416,0.3453130732542497,22594,35252,-14,2695.0,1866.0,497.8813139138519,325.53791668511224,80.0,96.0,544.6298172606764,319.69635430187964,237.9852575839877,0.6407863383637807,18064950
218,46.66530766871719,2752.3563040066388,3027.000595313261,37,2697,2962,57,2817,3124,55433,181.8812384024676,14.574192584280558,388800,0.14257458847736626,55433,180003,-32,4780.0,1637.0,554.2822145653312,323.13396352353294,90.0,105.0,2285.943859497587,1664.6595986149478,642.5249698310089,0.3079559785114693,18064950
219,33.19217622483859,1632.7086973034561,1545.4046614827994,27,1580,1492,41,1684,1622,50027,137.281217678484,11.270493051245065,189280,0.2643015638207946,50035,87128,-24,3966.0,4512.0,503.66849901053433,381.7349231415036,128.0,164.0,1266.0468702911644,948.6578370452737,330.091434607707,0.5741782205490772,18064950
220,43.600742223334166,2809.02397631557,2195.509256942707,37,2776,2150,51,2845,2239,23982,97.51240664540092,12.002600883833132,85974,0.2789447972642892,23985,43352,-17,5195.0,238.0,1058.392127428905,169.43853723626052,409.0,122.0,646.6962516878891,482.6365938877311,178.46590059781718,0.553192470935597,18064950
221,44.73625010815332,2828.4062094425058,1384.2871686903354,37,2778,1337,55,2881,1437,69346,102.61763833614934,14.721147776975217,185400,0.37403451995685005,69416,88552,17,5191.0,1569.0,550.743532431575,317.7607648602659,125.0,144.0,965.1065618855687,537.3545944780144,449.4231865947085,0.7831104887523714,18064950
222,42.42411125437466,1259.707404678578,2719.4880272610058,38,1235,2695,48,1288,2744,10858,54.773069797906125,8.25528311462095,25970,0.4180978051597998,10858,13281,1,4803.0,240.0,1255.6849327684656,188.05120648369865,322.0,143.0,260.78539916467366,153.41194371944212,114.18842537548612,0.8175589187561177,18064950
223,49.64446836870707,2191.408361529786,3320.853404080796,43,2150,3266,57,2233,3386,39012,127.1802786476712,11.064752973016752,139440,0.279776247848537,39012,61516,-1,6595.0,273.0,1326.5057418230288,173.59991797395674,407.0,123.0,1032.8216766798917,814.8626017626588,230.2019507526212,0.6341764744131608,18064950
224,73.18443371665093,1308.1150658817924,3793.2984405475295,60,1230,3721,87,1387,3891,226618,165.69682751082735,20.312290676045045,720630,0.31447205917044807,226774,329069,-30,5062.0,1967.0,665.3974618079765,223.3707693122347,168.0,139.0,2402.2483403400447,1393.4013899830509,1050.1058656078085,0.6886640795699382,18064950
225,50.817947807562575,2962.428368542517,1420.2119652050417,46,2930,1397,57,2992,1446,11266,62.931195588450535,8.750851121526392,33418,0.3371237057873003,11266,15768,-1,1574.0,212.0,698.0603586011007,173.4139002307829,292.0,133.0,292.58655109676874,201.84563867714675,98.39865195473396,0.7144850329781837,18064950
226,42.13151894855033,1651.1024110556841,2871.8212148994367,25,1473,2671,60,1832,3077,786419,532.9122589276817,23.64352834398883,5101390,0.15415778836748414,786786,1725876,-769,7134.0,3916.0,446.0764706854743,312.9979362146642,113.0,146.0,15758.844084090459,14227.724607397871,1587.0211199478877,0.4556636745629466,18064950
227,96.3658958511991,3704.066657795389,3865.1566914076748,85,3600,3754,101,3808,4026,202902,274.3015891677481,12.744839564619252,905216,0.22414760675904977,202953,357575,-121,5828.0,3010.0,636.8081783323969,259.70572985973524,137.0,148.0,4979.0493499594895,3770.1896377739977,1225.1028057382803,0.5674389988114381,18064950
228,47.672744128553774,1542.8921508034612,3273.8317882159045,44,1519,3235,53,1573,3307,9708,74.41885030418933,8.096880692188316,34992,0.2774348422496571,9708,18816,-4,1614.0,225.0,783.3249896992171,168.72187886279357,364.0,126.0,415.6991275273816,280.1862378770436,142.06883734469122,0.5159438775510204,18064950
229,86.93429342934293,1135.9681852800666,3793.1648549470333,81,1087,3751,95,1173,3844,28886,91.06506574064849,12.139836276763836,111972,0.2579752080877362,28899,53793,-16,2596.0,221.0,697.1730249948072,175.55324378591706,352.0,130.0,704.4342379355534,422.01109115876307,297.1607092594534,0.5369843659955756,18064950
230,71.34001663399275,3878.2406136755185,2002.544659300184,62,3772,1917,86,3973,2075,134664,214.59344085944758,18.138124506392657,762192,0.17667989168083634,134701,364562,-115,6735.0,2007.0,587.8218454820887,284.34198449474246,132.0,122.0,3369.577677754426,2318.9668210253312,1083.510012790035,0.36938572862777797,18064950
231,31.64927226190931,1883.8526187110822,2255.2371547541734,26,1836,2203,38,1924,2294,26177,89.79831122652467,10.030568473316336,96096,0.27240467865467866,26177,40665,-1,6107.0,225.0,1129.9781105550674,169.41249952248157,389.0,119.0,649.6694694179351,408.2174501516838,251.5132496560401,0.6437231034058772,18064950
232,60.071879864481275,1095.0648521197693,2498.680615328267,53,1043,2450,68,1142,2551,43684,92.0251572695528,12.63491777807397,149985,0.29125579224589127,43695,68139,-7,7534.0,246.0,1166.2921664682722,180.74267466349235,348.0,137.0,790.1870552693838,431.4135358872309,374.73763410802184,0.6411012782694199,18064950
233,56.701072142467744,1108.4055969471196,2958.331819007814,53,1084,2937,61,1134,2982,5503,58.65464447555863,5.714120887671254,18000,0.30572222222222223,5503,9655,1,232.0,1088.0,139.57968380883153,436.6767217881156,103.0,231.0,292.58297261235487,173.65092480365504,122.19716556059191,0.569963749352667,18064950
234,68.14155519623695,2705.4624430398353,3753.59664853741,65,2678,3732,72,2732,3779,6803,54.13642548543306,6.405080123167826,17766,0.38292243611392546,6803,9152,1,2199.0,222.0,837.5738644715567,181.455681317066,375.0,141.0,230.81881065721285,148.58888078620225,86.33243500943055,0.7433347902097902,18064950
235,71.2629716981132,2711.5453078450846,3894.1683838133067,65,2687,3865,82,2741,3925,16112,61.00445207007483,13.093301375945009,55080,0.2925199709513435,16114,26958,-3,3763.0,351.0,1058.654605263158,182.81578947368422,313.0,141.0,312.0219850258481,194.648885664569,134.51655345341143,0.5976704503301432,18064950
236,29.278856610222153,1953.5261767904303,2447.5073792139196,27,1931,2423,33,1979,2471,6437,47.03784663239468,6.268929703897133,13824,0.4656394675925926,6437,8052,1,1773.0,246.0,814.1011340686655,175.28677955569364,345.0,135.0,206.9690311578551,112.59292477225438,98.30605434884112,0.7994287133631396,18064950
237,56.52977247055026,1198.5965789898337,2829.4886235275135,53,1170,2796,61,1222,2851,6197,58.855560940965624,7.892835144682116,22880,0.2708479020979021,6198,11288,-2,4749.0,211.0,1140.9990317895756,171.5710827819913,391.0,136.0,248.76762538113616,176.31369501484238,78.68361502840669,0.5489900779588944,18064950
238,73.87445346658339,3873.236352279825,2885.141911305434,70,3846,2855,78,3896,2923,8005,70.4342356761417,7.458616034966337,27200,0.2943014705882353,8005,15510,-7,2478.0,208.0,704.8439725171768,163.96164896939413,353.0,120.0,359.3261895036104,250.8306254219664,114.0586593973497,0.5161186331399097,18064950
239,87.35380292996187,4176.931165964279,2055.6415813766807,83,4157,2039,92,4198,2084,4983,43.305201006973874,7.355823743327357,16605,0.3000903342366757,4983,7705,0,874.0,1119.0,227.75837848685532,378.4916716837247,95.0,126.0,164.53450850587066,96.47242885986547,73.47289394029504,0.6467229072031149,18064950
240,28.98941098610192,2012.8444738583719,2505.477895433488,25,1984,2465,35,2049,2546,15110,87.49814549015537,8.073221738246014,52650,0.2869895536562203,15111,27929,-18,1481.0,218.0,699.8651886168101,173.05539377895434,377.0,138.0,587.0688141279139,386.0551186725642,207.5313863788385,0.5410147158867127,18064950
241,89.88492236250181,1189.7255840951966,4011.742417646205,86,1166,3981,94,1215,4041,6891,67.60825236579188,6.901778960267066,23520,0.292984693877551,6891,12768,2,4124.0,188.0,1052.1573066318385,146.1538238281817,444.0,106.0,342.879862009376,230.92551703864947,116.71780025236502,0.5397086466165414,18064950
242,62.067512581098114,1266.664005247676,3159.0621726608383,53,1180,3066,73,1346,3231,97567,154.30574191523988,16.306423557561708,547800,0.1781069733479372,97612,219210,-62,4823.0,2292.0,481.2650998800824,312.2604569167854,108.0,111.0,1937.1065216426032,1203.808071862561,759.8883947039025,0.4450846220519137,18064950
243,42.727297551425224,2357.4372373996935,876.9268338549919,26,2256,773,62,2447,973,388185,187.89665378327183,25.48869212219635,1375200,0.2822753054101222,388554,618683,-199,8304.0,1097.0,616.6152504604763,205.7917719643984,148.0,137.0,3387.92456203743,1797.7412964525417,1655.1506081948996,0.6274376376916774,18064950
244,63.22566027171964,1288.4578117208619,3531.1424297299427,53,1230,3438,77,1353,3616,114309,160.2098206354865,16.30167815154375,525456,0.21754247739106605,114320,201709,-22,9295.0,2726.0,698.1485009929227,292.0002274536563,130.0,153.0,1861.1687739891995,1296.6465669305633,591.0966781142881,0.5667025269075747,18064950
245,61.877985285795134,866.0963780418789,3115.91233729485,56,829,3084,69,903,3144,17670,81.8788788563176,9.183875548565625,57720,0.30613305613305614,17670,24272,2,1124.0,1560.0,160.58522920203734,443.08828522920203,90.0,195.0,452.3390758780249,339.42471864295374,121.34871424422533,0.7279993408042189,18064950
246,36.0232825524576,2179.5326243173326,2534.9304397815463,33,2161,2515,40,2211,2554,3479,50.328209835921434,4.812504014108167,13650,0.2548717948717949,3479,5784,0,1700.0,220.0,692.0974417936188,179.5725783271055,350.0,143.0,198.98350439206143,127.80444500871731,73.49507887192485,0.6014868603042877,18064950
247,58.42485998712077,3200.6653615524215,1422.8820435050472,37,3106,1289,85,3299,1575,717434,249.25802591883686,38.23427076796529,2649504,0.27078049325458653,718027,1098013,-380,4507.0,2061.0,494.6917305285225,260.3986485167974,144.0,145.0,4606.5976247290855,3179.571147305682,1573.2124235392118,0.6533929926148415,18064950
248,61.21889119988525,987.721580721509,2802.4828229218965,56,952,2770,68,1023,2838,13943,79.88951937861718,8.379805613966806,57936,0.2406621099143883,13943,29071,-5,3101.0,219.0,823.1858997346338,170.84558559850822,354.0,128.0,545.573842593,322.62782243371595,229.968134372071,0.4796188641601596,18064950
249,78.01823440737247,2885.4981063840846,3901.84976199847,65,2794,3764,95,3026,4034,269326,254.71577600374536,20.33723237874149,1879200,0.14331949765857813,269519,766299,-410,2214.0,2919.0,413.65533591261146,319.63821910992624,83.0,133.0,5157.1220808442695,3264.6864783008555,1933.7959046261071,0.35146333219800624,18064950
250,67.08411299028427,899.7745591939547,3436.8633501259446,59,877,3409,76,921,3471,11116,59.82139754745576,13.945713350564676,46376,0.23969294462653096,11116,19934,-8,1207.0,1606.0,267.1052536883771,363.88745951781215,121.0,149.0,258.7194333504511,188.65412626934315,89.51359916671971,0.5576402127019163,18064950
251,47.13717848791894,2633.096425787774,3258.2410644694355,43,2585,3223,52,2672,3293,8981,91.35510901326846,6.447864398412247,54810,0.16385696040868455,8981,23674,-12,1505.0,208.0,711.434806814386,166.52110010021156,400.0,124.0,597.5799301989467,419.3665449063238,182.37088082265416,0.3793613246599645,18064950
252,61.90110998990918,939.8892532795156,2647.2050958627647,59,924,2630,66,958,2667,3964,36.30150902835347,6.544467555353997,8806,0.45014762661821484,3964,4906,1,2935.0,221.0,1106.8567103935418,182.36579212916246,335.0,148.0,118.78631618384395,68.03148066593548,55.03784107621659,0.807990216061965,18064950
253,82.43770445171384,3444.084340776561,3696.7985350590243,78,3408,3665,88,3478,3735,14062,75.04830472941356,8.294451899290475,49000,0.2869795918367347,14063,24925,-29,1876.0,232.0,669.2821078082776,184.26674726212488,275.0,143.0,505.6694157697345,285.05229875342803,227.4969102472708,0.564172517552658,18064950
254,77.42553102350328,2589.895429217814,285.0418743977544,72,2528,229,85,2648,339,47738,129.29466179923753,10.262458484843904,171600,0.2781934731934732,47746,92625,-52,2846.0,292.0,711.1571913360426,172.82749591520383,231.0,120.0,1423.9991071068048,841.1213811966179,593.4095313255013,0.5153900134952767,18064950
255,68.07993458039456,3207.7725646529693,3363.396810794235,65,3172,3331,73,3246,3393,9783,77.8360174232564,6.098978624210553,36704,0.2665377070619006,9783,18240,-3,2490.0,326.0,685.3305734437289,181.42440969027905,135.0,139.0,460.9053307973306,304.7821574286025,159.84292739458581,0.5363486842105263,18064950
256,78.49349445569707,360.48197100255186,2103.3550242026845,69,270,2013,94,449,2185,174774,183.8192755510288,19.00804735674449,769700,0.22706768870988697,174831,378787,-141,6342.0,2272.0,577.0782038518315,292.29241763649054,94.0,101.0,2889.279706023621,1707.541596421065,1217.8686960341804,0.46140443045827867,18064950
257,63.98983521686975,1212.6347622955996,3278.532167434813,59,1176,3234,69,1253,3310,15839,87.03311242403129,9.668463836468748,58520,0.2706596035543404,15839,29610,-3,2877.0,1187.0,438.90744365174567,333.16920260117433,108.0,145.0,559.0349123795406,383.41209255855864,184.97073911669239,0.5349206349206349,18064950
258,79.78015158765687,2872.5387407830485,206.6980004425166,64,2772,92,98,2972,306,388686,210.48866435628992,24.63808542060637,1455200,0.26710142935678943,389019,643900,-369,7310.0,2175.0,643.983963919462,222.44864234883684,164.0,122.0,3719.2922765923413,2245.6256537843983,1534.3701481272526,0.6036434228917533,18064950
259,43.08808260089131,2669.3470459891064,2548.6405476293635,27,2560,2459,62,2753,2654,258496,152.04335505635714,26.096166933872357,1317225,0.1962428590407865,258633,456918,-69,4810.0,2699.0,448.86358783114633,287.2771686989354,150.0,163.0,2154.7568495835994,1189.9095872717007,1032.948255175952,0.5657382725127922,18064950
260,96.21624298448333,988.1650709805216,3868.808187520634,93,967,3849,100,1005,3892,3029,48.71689135771553,6.0195318823810355,11438,0.2648190243049484,3029,6166,-5,1052.0,204.0,567.2994387586663,160.4978540772532,319.0,127.0,183.44226717861346,120.47851338212301,66.58723020479063,0.49124229646448264,18064950
261,48.70324943473375,3263.2815662275416,2505.661366928878,26,3137,2383,74,3369,2621,738590,218.94275986299442,34.620414711728415,2650368,0.2786745085965421,739315,1185957,-1358,8418.0,2912.0,384.0125049080004,281.89100718937436,152.0,149.0,4406.002448348938,2456.725260561845,2069.134499268299,0.6227797466518601,18064950
262,75.18205769100858,3872.2943322299534,2767.258596230494,69,3845,2742,82,3900,2792,14803,52.265757396554065,11.103846936274758,35750,0.4140699300699301,14803,17878,1,7295.0,240.0,1507.5563737080322,185.62433290549214,284.0,140.0,261.8567817262484,142.7502406509832,131.43608275368706,0.8280008949546929,18064950
263,70.93992595143791,1467.5998536249353,273.9880273807474,56,1405,191,87,1548,360,232280,167.19976021696903,23.327629091470605,749177,0.31004689145555725,232345,350040,-132,8621.0,2778.0,602.9273204752884,317.9973523333907,106.0,136.0,2150.6077014519115,1424.9969047820584,780.0286245727756,0.663581304993715,18064950
264,82.82551872167899,501.681962000159,2775.5615549725735,74,446,2725,92,550,2847,62895,137.8735336989022,14.057360015980747,228384,0.2753914459857083,62931,115457,-69,1330.0,2766.0,376.29409333015343,323.3162731536688,119.0,151.0,1414.4905938470595,960.3360332620609,473.91549764688796,0.5447482612574378,18064950
265,70.5928301419099,3263.283293053232,1009.716799900849,65,3210,952,77,3316,1065,32274,145.97984894753807,11.016190546221939,143736,0.22453665052596428,32290,82759,-26,2036.0,2004.0,519.6596641259218,254.37677387370638,118.0,114.0,1565.4924048317525,1071.5736376448351,506.0544126019844,0.3899757126113172,18064950
